image,annotation,Mask
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0023.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0023.xml,Data_Set_Larch_Casebearer/Masks/B08_0023.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0003.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0003.xml,Data_Set_Larch_Casebearer/Masks/B08_0003.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0002.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0002.xml,Data_Set_Larch_Casebearer/Masks/B08_0002.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0032.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0032.xml,Data_Set_Larch_Casebearer/Masks/B08_0032.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0019.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0019.xml,Data_Set_Larch_Casebearer/Masks/B08_0019.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0026.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0026.xml,Data_Set_Larch_Casebearer/Masks/B08_0026.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0011.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0011.xml,Data_Set_Larch_Casebearer/Masks/B08_0011.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0037.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0037.xml,Data_Set_Larch_Casebearer/Masks/B08_0037.png
Data_Set_Larch_Casebearer/Jallasvag_20190819/Images/B08_0013.JPG,Data_Set_Larch_Casebearer/Jallasvag_20190819/Annotations/B08_0013.xml,Data_Set_Larch_Casebearer/Masks/B08_0013.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0160.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0160.xml,Data_Set_Larch_Casebearer/Masks/B10_0160.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0117.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0117.xml,Data_Set_Larch_Casebearer/Masks/B10_0117.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0141.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0141.xml,Data_Set_Larch_Casebearer/Masks/B10_0141.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0102.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0102.xml,Data_Set_Larch_Casebearer/Masks/B10_0102.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0089.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0089.xml,Data_Set_Larch_Casebearer/Masks/B10_0089.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0047.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0047.xml,Data_Set_Larch_Casebearer/Masks/B10_0047.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0022.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0022.xml,Data_Set_Larch_Casebearer/Masks/B10_0022.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0182.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0182.xml,Data_Set_Larch_Casebearer/Masks/B10_0182.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0058.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0058.xml,Data_Set_Larch_Casebearer/Masks/B10_0058.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0011.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0011.xml,Data_Set_Larch_Casebearer/Masks/B10_0011.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0042.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0042.xml,Data_Set_Larch_Casebearer/Masks/B10_0042.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0025.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0025.xml,Data_Set_Larch_Casebearer/Masks/B10_0025.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0069.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0069.xml,Data_Set_Larch_Casebearer/Masks/B10_0069.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0213.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0213.xml,Data_Set_Larch_Casebearer/Masks/B10_0213.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0179.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0179.xml,Data_Set_Larch_Casebearer/Masks/B10_0179.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0181.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0181.xml,Data_Set_Larch_Casebearer/Masks/B10_0181.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0056.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0056.xml,Data_Set_Larch_Casebearer/Masks/B10_0056.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0196.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0196.xml,Data_Set_Larch_Casebearer/Masks/B10_0196.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0166.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0166.xml,Data_Set_Larch_Casebearer/Masks/B10_0166.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0204.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0204.xml,Data_Set_Larch_Casebearer/Masks/B10_0204.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0092.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0092.xml,Data_Set_Larch_Casebearer/Masks/B10_0092.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0198.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0198.xml,Data_Set_Larch_Casebearer/Masks/B10_0198.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0041.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0041.xml,Data_Set_Larch_Casebearer/Masks/B10_0041.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0100.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0100.xml,Data_Set_Larch_Casebearer/Masks/B10_0100.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0103.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0103.xml,Data_Set_Larch_Casebearer/Masks/B10_0103.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0147.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0147.xml,Data_Set_Larch_Casebearer/Masks/B10_0147.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0031.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0031.xml,Data_Set_Larch_Casebearer/Masks/B10_0031.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0080.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0080.xml,Data_Set_Larch_Casebearer/Masks/B10_0080.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0149.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0149.xml,Data_Set_Larch_Casebearer/Masks/B10_0149.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0064.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0064.xml,Data_Set_Larch_Casebearer/Masks/B10_0064.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0120.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0120.xml,Data_Set_Larch_Casebearer/Masks/B10_0120.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0142.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0142.xml,Data_Set_Larch_Casebearer/Masks/B10_0142.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0212.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0212.xml,Data_Set_Larch_Casebearer/Masks/B10_0212.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0048.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0048.xml,Data_Set_Larch_Casebearer/Masks/B10_0048.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0114.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0114.xml,Data_Set_Larch_Casebearer/Masks/B10_0114.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0167.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0167.xml,Data_Set_Larch_Casebearer/Masks/B10_0167.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0063.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0063.xml,Data_Set_Larch_Casebearer/Masks/B10_0063.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0150.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0150.xml,Data_Set_Larch_Casebearer/Masks/B10_0150.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0046.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0046.xml,Data_Set_Larch_Casebearer/Masks/B10_0046.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0171.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0171.xml,Data_Set_Larch_Casebearer/Masks/B10_0171.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0185.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0185.xml,Data_Set_Larch_Casebearer/Masks/B10_0185.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0152.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0152.xml,Data_Set_Larch_Casebearer/Masks/B10_0152.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0178.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0178.xml,Data_Set_Larch_Casebearer/Masks/B10_0178.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0206.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0206.xml,Data_Set_Larch_Casebearer/Masks/B10_0206.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0148.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0148.xml,Data_Set_Larch_Casebearer/Masks/B10_0148.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0203.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0203.xml,Data_Set_Larch_Casebearer/Masks/B10_0203.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0133.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0133.xml,Data_Set_Larch_Casebearer/Masks/B10_0133.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0035.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0035.xml,Data_Set_Larch_Casebearer/Masks/B10_0035.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0028.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0028.xml,Data_Set_Larch_Casebearer/Masks/B10_0028.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0180.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0180.xml,Data_Set_Larch_Casebearer/Masks/B10_0180.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0051.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0051.xml,Data_Set_Larch_Casebearer/Masks/B10_0051.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0009.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0009.xml,Data_Set_Larch_Casebearer/Masks/B10_0009.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0187.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0187.xml,Data_Set_Larch_Casebearer/Masks/B10_0187.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0002.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0002.xml,Data_Set_Larch_Casebearer/Masks/B10_0002.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0032.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0032.xml,Data_Set_Larch_Casebearer/Masks/B10_0032.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0211.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0211.xml,Data_Set_Larch_Casebearer/Masks/B10_0211.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0040.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0040.xml,Data_Set_Larch_Casebearer/Masks/B10_0040.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0157.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0157.xml,Data_Set_Larch_Casebearer/Masks/B10_0157.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0184.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0184.xml,Data_Set_Larch_Casebearer/Masks/B10_0184.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0194.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0194.xml,Data_Set_Larch_Casebearer/Masks/B10_0194.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0079.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0079.xml,Data_Set_Larch_Casebearer/Masks/B10_0079.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0110.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0110.xml,Data_Set_Larch_Casebearer/Masks/B10_0110.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0097.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0097.xml,Data_Set_Larch_Casebearer/Masks/B10_0097.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0162.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0162.xml,Data_Set_Larch_Casebearer/Masks/B10_0162.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0205.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0205.xml,Data_Set_Larch_Casebearer/Masks/B10_0205.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0106.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0106.xml,Data_Set_Larch_Casebearer/Masks/B10_0106.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0176.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0176.xml,Data_Set_Larch_Casebearer/Masks/B10_0176.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0084.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0084.xml,Data_Set_Larch_Casebearer/Masks/B10_0084.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0026.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0026.xml,Data_Set_Larch_Casebearer/Masks/B10_0026.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0071.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0071.xml,Data_Set_Larch_Casebearer/Masks/B10_0071.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0066.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0066.xml,Data_Set_Larch_Casebearer/Masks/B10_0066.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0078.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0078.xml,Data_Set_Larch_Casebearer/Masks/B10_0078.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0012.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0012.xml,Data_Set_Larch_Casebearer/Masks/B10_0012.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0108.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0108.xml,Data_Set_Larch_Casebearer/Masks/B10_0108.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0017.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0017.xml,Data_Set_Larch_Casebearer/Masks/B10_0017.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0038.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0038.xml,Data_Set_Larch_Casebearer/Masks/B10_0038.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0016.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0016.xml,Data_Set_Larch_Casebearer/Masks/B10_0016.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0165.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0165.xml,Data_Set_Larch_Casebearer/Masks/B10_0165.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0138.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0138.xml,Data_Set_Larch_Casebearer/Masks/B10_0138.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0134.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0134.xml,Data_Set_Larch_Casebearer/Masks/B10_0134.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0177.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0177.xml,Data_Set_Larch_Casebearer/Masks/B10_0177.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0053.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0053.xml,Data_Set_Larch_Casebearer/Masks/B10_0053.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0191.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0191.xml,Data_Set_Larch_Casebearer/Masks/B10_0191.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0007.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0007.xml,Data_Set_Larch_Casebearer/Masks/B10_0007.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0096.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0096.xml,Data_Set_Larch_Casebearer/Masks/B10_0096.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0140.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0140.xml,Data_Set_Larch_Casebearer/Masks/B10_0140.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0192.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0192.xml,Data_Set_Larch_Casebearer/Masks/B10_0192.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0029.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0029.xml,Data_Set_Larch_Casebearer/Masks/B10_0029.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0088.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0088.xml,Data_Set_Larch_Casebearer/Masks/B10_0088.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0216.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0216.xml,Data_Set_Larch_Casebearer/Masks/B10_0216.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0021.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0021.xml,Data_Set_Larch_Casebearer/Masks/B10_0021.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0054.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0054.xml,Data_Set_Larch_Casebearer/Masks/B10_0054.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0136.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0136.xml,Data_Set_Larch_Casebearer/Masks/B10_0136.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0175.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0175.xml,Data_Set_Larch_Casebearer/Masks/B10_0175.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0173.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0173.xml,Data_Set_Larch_Casebearer/Masks/B10_0173.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0123.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0123.xml,Data_Set_Larch_Casebearer/Masks/B10_0123.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0015.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0015.xml,Data_Set_Larch_Casebearer/Masks/B10_0015.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0174.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0174.xml,Data_Set_Larch_Casebearer/Masks/B10_0174.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0200.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0200.xml,Data_Set_Larch_Casebearer/Masks/B10_0200.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0094.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0094.xml,Data_Set_Larch_Casebearer/Masks/B10_0094.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0220.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0220.xml,Data_Set_Larch_Casebearer/Masks/B10_0220.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0020.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0020.xml,Data_Set_Larch_Casebearer/Masks/B10_0020.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0132.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0132.xml,Data_Set_Larch_Casebearer/Masks/B10_0132.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0195.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0195.xml,Data_Set_Larch_Casebearer/Masks/B10_0195.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0168.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0168.xml,Data_Set_Larch_Casebearer/Masks/B10_0168.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0085.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0085.xml,Data_Set_Larch_Casebearer/Masks/B10_0085.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0093.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0093.xml,Data_Set_Larch_Casebearer/Masks/B10_0093.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0199.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0199.xml,Data_Set_Larch_Casebearer/Masks/B10_0199.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0186.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0186.xml,Data_Set_Larch_Casebearer/Masks/B10_0186.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0008.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0008.xml,Data_Set_Larch_Casebearer/Masks/B10_0008.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0163.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0163.xml,Data_Set_Larch_Casebearer/Masks/B10_0163.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0207.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0207.xml,Data_Set_Larch_Casebearer/Masks/B10_0207.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0033.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0033.xml,Data_Set_Larch_Casebearer/Masks/B10_0033.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0067.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0067.xml,Data_Set_Larch_Casebearer/Masks/B10_0067.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0170.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0170.xml,Data_Set_Larch_Casebearer/Masks/B10_0170.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0073.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0073.xml,Data_Set_Larch_Casebearer/Masks/B10_0073.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0037.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0037.xml,Data_Set_Larch_Casebearer/Masks/B10_0037.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0030.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0030.xml,Data_Set_Larch_Casebearer/Masks/B10_0030.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0130.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0130.xml,Data_Set_Larch_Casebearer/Masks/B10_0130.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0101.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0101.xml,Data_Set_Larch_Casebearer/Masks/B10_0101.png
Data_Set_Larch_Casebearer/Nordkap_20190819/Images/B10_0112.JPG,Data_Set_Larch_Casebearer/Nordkap_20190819/Annotations/B10_0112.xml,Data_Set_Larch_Casebearer/Masks/B10_0112.png
